,x1,x2,x3,y
0,22.0,17.866666793823242,-9.59999942779541,2.2868999383257176
1,22.0,33.599998474121094,5.3333330154418945,1.9787188581467383
2,64.0,25.733333587646484,-13.866666793823242,1.9325592345975104
3,34.60000228881836,25.733333587646484,-9.59999942779541,1.8829228518629428
4,22.0,112.26666259765625,5.3333330154418945,2.122926746096317
5,30.39999771118164,88.66666412353516,13.866666793823242,1.9903042860895268
6,55.599998474121094,96.53333282470703,-13.866666793823242,1.8927049954232835
7,30.39999771118164,112.26666259765625,5.3333330154418945,2.2084761182281425
8,1.0,57.20000076293945,-16.0,-26.63540884226011
9,55.599998474121094,96.53333282470703,3.1999988555908203,1.9098200847786186
10,47.20000076293945,104.4000015258789,-16.0,1.7035153937742342
11,55.599998474121094,10.0,-11.733333587646484,2.134749457638978
12,55.599998474121094,33.599998474121094,-3.1999988555908203,1.8919855712338833
13,22.0,120.13333129882812,-1.0666656494140625,2.1195178528844045
14,30.39999771118164,96.53333282470703,5.3333330154418945,1.7044839703366383
15,17.799999237060547,72.93333435058594,-5.3333330154418945,2.1235549921421497
16,38.80000305175781,112.26666259765625,-16.0,1.801761078646566
17,64.0,25.733333587646484,7.466666221618652,2.11916422552232
18,38.80000305175781,96.53333282470703,-13.866666793823242,1.9903776659016599
19,1.0,10.0,1.0666656494140625,2.3987354685288116
20,55.599998474121094,128.0,3.1999988555908203,1.9392163473873942
21,5.199999809265137,33.599998474121094,-13.866666793823242,1.9074351536658531
22,34.60000228881836,104.4000015258789,13.866666793823242,2.030330830476827
23,13.59999942779541,88.66666412353516,3.1999988555908203,2.100291610399935
24,5.199999809265137,120.13333129882812,16.0,2.5349878511928554
25,22.0,72.93333435058594,-5.3333330154418945,1.7498808555863214
26,1.0,88.66666412353516,-3.1999988555908203,2.0419252750708856
27,30.39999771118164,33.599998474121094,-11.733333587646484,1.9940094189527982
28,5.199999809265137,128.0,-5.3333330154418945,1.8219882602650976
29,26.19999885559082,96.53333282470703,11.733333587646484,1.8136012377473467
30,59.79999923706055,49.333335876464844,-5.3333330154418945,1.967138554937752
31,13.59999942779541,120.13333129882812,13.866666793823242,2.185070730076585
32,5.199999809265137,33.599998474121094,7.466666221618652,2.1730953399050814
33,5.199999809265137,25.733333587646484,5.3333330154418945,2.376162223072909
34,1.0,57.20000076293945,11.733333587646484,19.916086484523596
35,34.60000228881836,128.0,3.1999988555908203,2.000988379888219
36,55.599998474121094,128.0,-11.733333587646484,1.8023044499245633
37,26.19999885559082,25.733333587646484,13.866666793823242,2.098738285259317
38,1.0,96.53333282470703,1.0666656494140625,2.2342132406186
39,9.399999618530273,49.333335876464844,11.733333587646484,2.0395790090368506
40,1.0,25.733333587646484,-13.866666793823242,-62.636032711174686
41,5.199999809265137,10.0,13.866666793823242,3.8093842762603343
42,55.599998474121094,57.20000076293945,-11.733333587646484,2.0584208570887084
43,22.0,80.80000305175781,-1.0666656494140625,2.0599433647317005
44,30.39999771118164,25.733333587646484,-1.0666656494140625,2.186978845195077
45,9.399999618530273,120.13333129882812,16.0,1.9235623702328501
46,13.59999942779541,57.20000076293945,-1.0666656494140625,2.10000454682278
47,13.59999942779541,49.333335876464844,13.866666793823242,2.256492804725199
48,55.599998474121094,96.53333282470703,9.59999942779541,1.733000279319056
49,26.19999885559082,128.0,11.733333587646484,2.0640801449614035
50,1.0,80.80000305175781,-5.3333330154418945,1.2835127680089653
51,55.599998474121094,10.0,-13.866666793823242,1.9645006142556742
52,38.80000305175781,80.80000305175781,3.1999988555908203,2.056407305010144
53,17.799999237060547,104.4000015258789,5.3333330154418945,1.9372880303324784
54,38.80000305175781,96.53333282470703,-3.1999988555908203,1.893632539305392
55,43.0,49.333335876464844,-1.0666656494140625,2.004073508878948
56,59.79999923706055,128.0,1.0666656494140625,1.833847064337788
57,43.0,33.599998474121094,16.0,1.8562279823779062
58,26.19999885559082,10.0,-1.0666656494140625,2.0995028396942366
59,13.59999942779541,25.733333587646484,7.466666221618652,1.8760146159889652
60,17.799999237060547,72.93333435058594,-1.0666656494140625,2.099386209556935
61,34.60000228881836,104.4000015258789,7.466666221618652,2.078344317679442
62,51.400001525878906,72.93333435058594,-9.59999942779541,1.728670814700799
63,5.199999809265137,96.53333282470703,-16.0,1.7734649247542338
64,9.399999618530273,112.26666259765625,-16.0,2.1230901668927977
65,30.39999771118164,104.4000015258789,-7.466666221618652,1.8413328749383153
66,26.19999885559082,104.4000015258789,9.59999942779541,1.9424306486709868
67,43.0,120.13333129882812,1.0666656494140625,2.071567753615328
68,34.60000228881836,41.46666717529297,-13.866666793823242,2.099928283329439
69,26.19999885559082,96.53333282470703,-11.733333587646484,1.945638680508634
70,38.80000305175781,10.0,-5.3333330154418945,1.8944051014177337
71,9.399999618530273,49.333335876464844,-7.466666221618652,2.1739048571133295
72,51.400001525878906,96.53333282470703,-13.866666793823242,2.258004054818813
73,64.0,128.0,11.733333587646484,2.155041285331045
74,51.400001525878906,65.06666564941406,-9.59999942779541,2.0058675170357714
75,13.59999942779541,25.733333587646484,-1.0666656494140625,1.8698204183131928
76,51.400001525878906,49.333335876464844,1.0666656494140625,1.8736622554908204
77,47.20000076293945,65.06666564941406,-1.0666656494140625,2.0791802486022197
78,9.399999618530273,25.733333587646484,-16.0,1.9475478340917396
79,22.0,120.13333129882812,3.1999988555908203,2.219905360850646
80,13.59999942779541,17.866666793823242,-13.866666793823242,2.0196802034385852
81,17.799999237060547,49.333335876464844,5.3333330154418945,1.7873265967879175
82,1.0,10.0,13.866666793823242,337.61539298028435
83,1.0,120.13333129882812,-5.3333330154418945,1.4468076835678385
84,30.39999771118164,104.4000015258789,-1.0666656494140625,1.939939581783803
85,51.400001525878906,65.06666564941406,5.3333330154418945,2.042494850989777
86,22.0,33.599998474121094,1.0666656494140625,2.309059092139715
